"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"French Polynesia","PYF","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51287677760.497","53286967151.0384","57114117989.8424","59238739554.5327","70623782748.4468","75915452237.7884","95782712594.0351","113009862546.688","132971423332.314","148870232862.697","178037382439.919","201850196410.224","211397734582.64","223143078629.926","235046251864.063","246218812819.8","253763429696.635","249963056673.094","253049780948.974","255010431886.137","",
"Romania","ROU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309184990853.264","269243822187.915","245638601203.044","249394008875.301","259200038475.394","275357302639.548","286117445704.699","272243431258.2","266717398955.554","265712779318.266","272252670862.122","286459186190.314","302795929660.659","309884828480.822","342199968620.74","358174369785.914","386931513258.648","414921395027.289","453540067653.969","428516473322.943","411799033199.094","419648201590.652","428211816112.53","444359522281.005","460395229466.798","473993803828.801","496285721746.133","532611099707.38","556442909991.934","579549910806.633","",
"Russian Federation","RUS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3188541293152.77","3027617544708.7","2587672205699.37","2363358796642.73","2066290362977.65","1980673034844.48","1906297387026.4","1932983945430.25","1830536538099","1947689314901.77","2142459547755.91","2251726082172.26","2357557025841.24","2529657565222.97","2711791591207.14","2885345316062.2","3121945601373.37","3387310283433.63","3563449377081.97","3285500542561.38","3433348066977.65","3580983035907.58","3725084878547.57","3790475843578.13","3818383874750.08","3743057881916.06","3750307813412.42","3818780560822.29","3915637487518.35","3968180465309.05","",
"Rwanda","RWA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6827017900.13366","6655360751.03524","7046211801.51399","6474856197.53266","3221366110.47542","4356062631.72851","4911273122.01016","5591472293.3404","6086802343.47207","6351693184.06238","6883388227.37864","7467413716.27756","8452520359.80617","8638675754.68361","9282056653.17781","10152518590.6615","11089299387.1821","11935776793.4178","13267957873.9327","14096974369.179","15130938960.7552","16335120521.8526","17746719989.307","18584339297.3132","19730466481.9928","21477963188.8757","22760357451.3204","23665375199.0851","25695728206.5184","28118494965.522","",
"South Asia","SAS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2163227614091.26","2206395761010.95","2333512041728.58","2434868205780.15","2580984896258.35","2758902682103.92","2946427455734.38","3056712873267.38","3225716943083.68","3472820997897.98","3614848236497.68","3776532578978.93","3912832250065.2","4198266604336.19","4514775148297.15","4856172217461.76","5227227412784.47","5606883939519.95","5788287426730.99","6194327251401.84","6661335388382.12","7000501908202.13","7384183050220.67","7830293742938.06","8372468999675.07","8991789885850.13","9684424380946.1","10343182994577.2","10974188469868.2","11426805792143.7","",
"Saudi Arabia","SAU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671957523606.457","772804104093.583","803619978132.957","792660679535.156","797089434789.245","798779992491.908","819847209441.223","828896535795.131","852879517498.669","820783228688.496","866955700958.224","856459087966.897","832314012589.921","925883264804.666","999569144327.209","1055283630294.72","1084709182512.76","1104745174000.83","1173789236866.3","1149617991525.02","1207552806611.53","1328270007723.03","1400148607342.78","1437942184726.6","1490462759898.04","1551667254858.66","1577589792160.34","1565891922021","1604007466059.58","1609323719894.05","",
"Sudan","SDN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45624167755.8408","49050958219.788","52277462259.498","54665888392.7946","55215952000.8481","58527303617.8175","61991607736.3886","68542097459.9614","71495236541.74","73714517090.612","78392342871.5178","83488127700.3954","88854138342.8268","95726643167.3418","99444002881.0164","106892098294.886","117650048296.789","131205581015.763","141442192339.291","146027532617.769","151093690672.444","148120626377.333","148893157058.622","155436558427.121","159601365471.307","167431475301.143","175300714521.68","176646781224.527","172601659390.565","168280512514.545","",
"Senegal","SEN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17280169046.0885","17721820002.5047","17942039707.4325","18175426244.6664","18172276687.0616","19146941820.0577","19532202244.8476","20142394743.7426","21330528656.1148","22684402009.5283","23410073315.7555","24482469213.3095","24642781314.7322","26289714619.3642","27833123880.1332","29398071011.7848","30121725183.029","31609282087.8495","32891473333.9115","33579736321.7017","34776096829.4508","35283267485.963","37088851382.826","38135537953.1183","40657631795.07","43246320958.7908","45995086773.7203","49402166472.861","52553805636.5456","55324017822.8785","",
"Singapore","SGP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113804916041.375","121416760710.998","129478456732.983","144320280564.34","160336437204.139","171882115720.085","184724081033.534","200092970380.825","195700173677.207","206902068103.306","225604249670.72","223192504404.322","231929619932.765","242449436444.958","266256981127.161","285850922036.03","311592208418.318","339704471923.151","346050985549.2","346469647519.304","396796577741.959","421945032232.986","440770569559.449","462091958351.661","480289152280.471","494642692898.927","510686300867.68","532832748112.696","551152129658.896","555193782980.222","",
"Solomon Islands","SLB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","723474597.465382","766883073.313305","864310985.771977","898876994.317545","971706770.462394","1069777771.45215","1086980389.65854","1077012517.4268","1090999692.9778","1085694212.59638","930709876.606022","856593923.399013","832638875.61627","886979856.492559","945983229.21918","998394944.502228","1046948128.59879","1093572047.10212","1157077039.5463","1186659111.976","1288910188.41777","1382640341.82273","1408363883.06594","1483444469.06957","1499039365.94827","1520261287.47392","1609650593.29409","1695663684.32609","1762544891.55844","1783606040.95132","",
"Sierra Leone","SLE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6310218803.29786","6458632666.14554","5230658673.75963","5302556660.06222","5199295502.33258","4783364689.55327","4867256363.07905","4581203714.74737","4662978855.31093","4570685186.84161","4874760434.78869","4565434697.56727","5771500035.79611","6309006815.85458","6725271606.79612","7028251526.85736","7325118846.67514","7915387555.91783","8342682751.63205","8608651750.50585","9068910393.91386","9641616169.59815","11105384072.3379","13405949704.0196","14016828315.5528","11129533989.2603","11803480029.5034","12300546132.4661","12724442955.5114","13425265377.0084","",
"El Salvador","SLV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27745199010.4529","28159811819.0905","30136080442.6913","31889769723.6348","33385331157.0908","34966113091.1721","35252024172.8098","36357153834.3409","37322135933.3909","38128486903.8495","38557835418.8026","38896110593.2871","39511004528.3099","40128257721.7228","40485714644.2855","41581852318.7332","43387708660.9413","44194971319.9068","45331156275.658","44385493735.4764","45319846440.2119","47048959983.0537","48373101268.4818","49454593151.2957","50300871625.6668","51505591735.2419","52817198695.1656","54005555164.8727","55318408878.3102","56636294132.714","",
"San Marino","SMR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1689313287.13089","1815430978.50805","1979715865.95987","2022861391.95732","2135703536.87373","2142341310.1041","2225313475.48381","2326539517.24706","2382960589.70526","2474229971.62294","2650130962.22793","2636855415.76717","2364706713.32173","2235270135.32938","2049412484.87883","1905040917.11814","1890105927.34979","1876830380.88903","1922950259.31337","1970242834.24322","1982111206.95374","2008131796.09968","","",
"Somalia","SOM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58918521038.6642","62609225888.5182","67121710612.8228","69364164644.9393","62827173672.0897","66679618531.0983","71266359304.058","75813441873.065","79139951493.2254","86284862162.9881","91056714553.8698","95707700442.7802","101870822270.094","107632204678.625","104691959786.321","105457304655.289","107604707166.453","106871335495.715","109962735003.908","108214865982.974","110169290596.271","113847387951.686","116239508108.55","121464614988.141","126625055480.702","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1436603874022.2","1442092757062.86","1436281179000.83","1423339198156.74","1437763033746.3","1487974042080.55","1565399086659.27","1620348226641.31","1660877503362.41","1698985309448","1754301091130.4","1831066896378.89","1944445224167.74","2026429207957.46","2159597982940.25","2295203024649.66","2439433635814.75","2600486371861.14","2743790194307.11","2838503902319.69","3004633386759.71","3147781992514.25","3301211663208.61","3474737569067.44","3647137240436.33","3764525214727.4","3827348242497.36","3935074290404.18","4044793786658.95","4155193374847.28","",
"South Sudan","SSD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1446015216467.01","1451912730463.21","1446762159625.7","1434378070160.31","1449205337784.82","1499847322974.34","1577928692954.22","1633673705769.07","1675053117271.6","1713520618283.39","1769937809043.85","1847137136573.01","1960758860491.43","2043531040586.51","2177330554151.21","2313341270268.91","2458520409516.18","2620742751999.52","2764997312928.03","2860333180336.26","3027441573308.14","3171590364114.5","3325801256037.39","3500201364591.76","3673566292948.66","3791926708875.61","3855828669940.91","3964659790786.04","4075496000921.68","4186885568757.63","",
"Small states","SST","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293094709863.662","301155082233.974","314082837555.937","326726327057.35","343052835610.132","354758313855.845","365546517672.24","381415155553.977","396014288357.854","413240479213.318","433542467887.732","466816944806.361","490741099810.64","535559302493.537","579354365130.502","613835022130.446","617956520245.692","658811366865.435","699120509548.781","722114284735.545","745664862849.475","769692676533.91","789472796707.861","805588000676.621","815525558423.677","832120346801.978","847775575774.549","",
"Sao Tome and Principe","STP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","374807359.005836","383716073.564831","408939561.107073","424611040.714148","454731987.249109","496183727.744306","512327587.057696","554267615.06909","567715712.446278","605593615.436259","632228844.034799","652093321.640608","683490274.284453","728258429.99474","756743091.433078","788259677.380254","818599653.52312","842709606.411852","853678512.232248","",
"Suriname","SUR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5063863572.61529","5200587843.05723","5221390196.79666","4871557132.51792","5037190052.33787","5037190052.33787","5087561977.51958","5377552939.41949","5501236724.29404","5424219408.97032","5538127943.86596","5770729320.27007","5932309792.52694","6306045255.01056","6842059118.94728","7149951826.64389","7564187402.33438","7950829919.18339","8280265124.86597","8529807361.50576","8970698190.66778","9495427320.67715","9750887555.02382","10036924110.856","10062568767.5858","9719324900.58717","9178814443.35946","9340573047.34732","9581238287.4268","9606882944.15659","",
"Slovak Republic","SVK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63706309942.6097","64917575220.0732","68946054617.0804","72974914553.5993","77805777533.9835","82416422298.8806","85775795066.5854","85684946265.2385","86684485366.847","89505010180.1435","93541188492.3265","98685095292.1664","103894563041.373","110775981206.725","120184382014.479","133202788926.616","140628693039.669","132956647959.016","140762873274.375","144770699390.088","147516626442.032","148499876449.695","152422633958.962","159761630858.876","163168911548.278","168134597674.859","174470971100.278","178513504422.309","",
"Slovenia","SVN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44214517636.7789","40279377846.3184","38078634374.0347","39161369618.2089","41247686001.2328","42941793783.3563","44317221932.523","46555150105.8384","48081863610.5849","50645909078.466","52505815034.5417","54194696254.2638","56094544473.1074","57755088995.6422","60272744664.3217","62561887017.247","66156941353.7912","70774802210.5507","73258885602.1081","67728984195.8027","68639091386.1718","69230298915.7675","67403007574.7591","66709240029.9549","68555857748.7039","70070998150.9904","72307561069.7379","75773659267.0895","79095956661.6445","81614642132.6468","",
"Sweden","SWE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296794346498.14","293393157875.904","289993925990.187","284003763984.06","295165034764.171","306780348332.427","311625810198.044","321194363570.713","335043738903.786","349273663456.885","365921264773.465","371225288449.214","379380814999.273","388143793241.799","404977031224.772","416554527714.288","435977522061.172","450971755938.368","448939860946.689","429456811176.02","455018540128.454","469557898766.088","466795468193.59","472339951407.743","484893794489.888","506662042326.816","517152951871.525","530433049355.765","540776614999.344","547595700257.323","",
"Eswatini","SWZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4192567386.25426","4266372350.95083","4404014349.30987","4540808062.47994","4649818834.73539","4874202889.40435","5061472378.82651","5218520014.60557","5354412331.95216","5512414358.17645","5609442429.2638","5668608859.43382","5916899544.38255","6146487884.37195","6369231333.21099","6751307288.83522","7155856885.31715","7473246013.92425","7534650979.61017","7652571948.30155","7942891776.79156","8121386804.68904","8559235887.30956","8889816848.31475","8970998344.16537","9168658515.06318","9269579625.82315","9457434167.51664","9681727593.02947","9898977768.80112","",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1436948445.26522","1482930709.60638","1551145566.6831","1572714969.70513","1593266074.73041","1618445807.01364","1624919590.2417","1633044188.1929","1538327625.27772","1436798002.00939","","",
"Seychelles","SYC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1018072379.54672","1046175515.22195","1121097026.75372","1190567483.06147","1181058456.30176","1171307137.35776","1228906462.74385","1375902797.27689","1491525392.65299","1519446846.25588","1542456419.61783","1507424723.80291","1525707242.18209","1435886911.13786","1394957620.14016","1520584175.43565","1663612267.49304","1836984557.0799","1797546470.54372","1777679163.79242","1883539290.81058","2032099300.99573","2057720594.91997","2181555801.15852","2279830204.97398","2392394213.64936","2501550148.94138","2611017882.33862","2709023514.1117","2852940771.93064","",
"Syrian Arab Republic","SYR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792935223.856429","785225519.786671","793634346.724072","862770182.303016","960391156.484216","1030030908.21626","1004380845.71015","1060736199.14522","1117215705.83541","",
"Chad","TCD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5985824130.22011","6496722430.27816","7016553994.90448","5914264796.11597","6513787172.84677","6594333363.63464","6740363097.78887","7121422268.03076","7616473627.97355","7564464521.25451","7497921362.18453","8372039130.86108","9082926539.58965","10420084739.702","13924293784.1584","16337726701.6699","16443637977.8434","16981591525.0421","17499987131.5205","18238083310.3491","20709361993.75","20726523800.292","22567573043.8726","23853925014.9375","25499842273.6904","26205595207.9731","24566297101.8342","23832085166.556","24397867877.0283","25190111030.9707","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3481884627792.49","3747208705531.14","4126036117321.81","4550429166530.01","5011281098367.96","5487159528468.82","5965305904545.25","6356925909500.07","6397172716283.46","6766243654992.14","7258277972203.12","7722666043423.84","8308224178994.8","9009453836093.48","9788217053859.62","10699154826717.3","11799010615517.8","13169211155170.6","14237349708795.1","15275177617058.7","16730575464819.9","18096023343968.5","19439492757596.5","20808712741072.4","22205015260426","23648858682020.8","25157689919127.9","26806502890342.1","28518007053913.2","30160708805173.6","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6388136496682.35","6021018797280.21","5421627722289.1","5116189283388.82","4616095799581.12","4561716627946.87","4574295556938.08","4689534889244.74","4645775219562.14","4761641559075.01","5115601998734.57","5273592910725.17","5538600410452.21","5892369266276.35","6366993110787.62","6783193197524.09","7318014238767.73","7880582855468.57","8234338443201.93","7801474924755.17","8161501249789.45","8618071131706.97","8905017184014.44","9206337188234.83","9389229076820.39","9472283914896.5","9648856519389.45","10039260019625.7","10375889548742.3","10614385719793.8","",
"Togo","TGO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5083164685.2458","5047584184.82993","4846655666.63789","4115012888.55863","4731541170.04144","5102769956.43642","5553661508.61259","6352132392.90272","6206041188.47698","6360059704.80794","6310229933.83718","6362190812.24545","6605647842.60181","7049558701.05963","6980567113.70217","6654832953.82831","6831194817.91705","6750920054.80166","7025159495.64129","7414206574.13434","7866418247.80938","8369727345.5976","8917401042.90353","9462463188.26173","10022696702.3386","10598286989.4306","11187454168.2914","11674937852.981","12250647160.626","12904668762.3997","",
"Thailand","THA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402078581106.591","436489512773.65","471772653772.825","510702936473.284","551543976279.19","596331086426.327","630035388258.642","612686890351.558","565914156949.418","591789493812.502","618155177738.44","639445981326.005","678765745251.448","727563866137.777","773322846986.987","805706811706.439","845732802459.693","891699663169.762","907087713990.618","900823200854.84","968505565943.478","976642291929.127","1047378502760.94","1075526753552.61","1086114508978.64","1120152218578.74","1158564699263.13","1205674840385.1","1255719534562.7","1285287885977.14","",
"Tajikistan","TJK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20443306932.6795","18991832325.2207","13484200750.458","11272791848.2993","8871687408.5912","7770150112.53371","6472535165.3171","6581317389.77636","6930974072.94029","7187388973.92717","7785690554.81593","8531624812.2323","9456273066.49886","10489702673.7084","11577524046.7848","12346768749.7454","13217025673.9033","14242685277.8508","15369357102.9955","15967658683.8843","17008858730.114","18267623225.2623","19635169509.1117","21088188007.6342","22502355182.5721","23854361459.8975","25493863087.0159","27435856244.3022","29438673829.0085","31502698436.7752","",
"Turkmenistan","TKM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26553870092.73","25330994481.5667","21539961242.8807","21863060698.9858","18080781703.1233","16778958019.229","17903146891.1557","15862188104.8054","16988403514.7911","19791490009.3185","20873899290.7111","21780629270.4636","21836644676.4873","22550447154.1205","23678061390.8425","26764268169.0701","29701193836.2995","32985937808.9547","37834870666.871","40142797821.0059","43835935215.7434","50279817660.8398","55860877401.8627","61558686953.4951","67899231691.5735","72312681690.0883","76796067930.5985","81787812382.0508","86858656701.7867","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4607380520602.68","4771264810348.07","4908935672134.17","5120981998042.66","5390630979014.46","5424919091908.4","5648571231931.46","5951372398683.68","6112193296961.49","6138527887948.12","6358322876930.31","6376850047034.24","6412146669534.66","6577777625655.32","6935617716318.65","7217938422503.71","7593133707306.94","8000256053685.35","8304736989618.5","8132123345600.45","8669813437562.27","9073852300489.35","9317234488101.6","9597422278198.93","9750788332790.34","9823244306952.77","9831995604778.18","10031895779488.9","10199956300352.5","10279842864301.7","",
"Timor-Leste","TLS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2059073485.37287","2395684418.21447","2235157049.14051","2186379762.83927","2195125359.09258","2261378249.0434","2168522355.91279","2390336697.91606","2661304438.32745","2927158786.18069","3204064396.4792","3390063710.54842","3594198803.99163","3670367939.12838","3833683486.63665","3945245018.47158","4077998487.99095","3910653344.65354","3869438881.00639","4593934229.65796","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1550986158324.55","1542302387182.77","1611891278919.5","1653828043451.8","1681479756366.47","1727856243849.84","1831150394057.89","1891193335955.44","2011955752392.12","2098842175041.54","2197976960826.07","2253263050045.05","2330791413744.94","2402160069791.32","2578634889499.26","2693973778057.57","2846178165716.73","3024731573642.32","3144653713398.32","3233045917349.69","3398698516557.42","3397578961376.6","3479362739223.45","3541236502061.16","3627708259195.14","3693285620381.12","3963643180637.79","4087131310835.95","4102343473480.75","4118574900273.86","",
"Tonga","TON","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358250383.599149","381231930.1193","382192579.371974","396479118.956132","416114853.492015","446818037.034683","454885476.176338","460450770.794124","471772146.035887","489279048.811168","493565084.659136","512068472.929508","536893618.11558","549285367.074483","536043741.384171","536478118.499927","535680722.516224","537132927.730279","562647653.074727","533394988.096621","537680764.460052","574341323.756651","579068742.802888","580877220.286914","592603391.407159","599548040.955101","638944345.730443","660172840.61352","662153421.217036","667013826.088735","",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2163227614091.26","2206395761010.95","2333512041728.58","2434868205780.15","2580984896258.35","2758902682103.92","2946427455734.38","3056712873267.38","3225716943083.68","3472820997897.98","3614848236497.68","3776532578978.93","3912832250065.2","4198266604336.19","4514775148297.15","4856172217461.76","5227227412784.47","5606883939519.95","5788287426730.99","6194327251401.84","6661335388382.12","7000501908202.13","7384183050220.67","7830293742938.06","8372468999675.07","8991789885850.13","9684424380946.1","10343182994577.2","10974188469868.2","11426805792143.7","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1446015216467.01","1451912730463.21","1446762159625.7","1434378070160.31","1449205337784.82","1499847322974.34","1577928692954.22","1633673705769.07","1675053117271.6","1713520618283.4","1769937809043.85","1847137136573.01","1960758860491.43","2043531040586.51","2177330554151.21","2313341270268.91","2458520409516.18","2620742751999.52","2764997312928.03","2860333180336.26","3027441573308.14","3171590364114.5","3325801256037.39","3500201364591.75","3673566292948.66","3791926708875.61","3855828669940.91","3964659790786.03","4075496000921.68","4186885568757.63","",
"Trinidad and Tobago","TTO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12323429435.0418","12706984822.1671","13989498196.9845","13895892398.7949","14391583977.4503","14939890826.9862","16005773971.3046","17209865078.976","18608091581.0366","20101356997.3504","21488623926.3535","22384382368.094","24160965811.912","27650048357.3251","29848241444.4659","31701500213.8884","35888652940.858","37594874760.5043","38869994067.2118","37162929169.2756","38397936814.4904","38284910794.4952","38771115518.8348","39635352686.3918","39273662269.5827","39989693670.0242","37471763820.2171","36605373315.5511","36515611926.2763","36514585837.5812","",
"Tunisia","TUN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44776152229.9016","46524457377.903","50156030372.9936","51254361615.5441","52883436083.3968","54127079925.2721","57995044812.3506","61150522396.5482","64075818199.4791","67955374804.2436","71155977782.8942","73857189503.5082","74833997821.0088","78353000576.0768","83238932182.4448","86141087365.4133","90658494121.0437","96741334929.5297","100841016811.754","103910061683.963","107557937285.818","105495860519.508","109713241109.009","112868071515.267","116221831524.428","117610149828.392","118973958272.193","121254603779.669","124485376099.16","125783815011.213","",
"Turkey","TUR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","686427121546.112","691371312197.35","726186247552.362","781748683220.417","745255502671.962","803968720081.949","863298914097.955","928716802051.259","951044549463.79","920010364125.786","983796888013.607","927228502445.227","987013619073.845","1043897247872.57","1146156758170.01","1249222668999.83","1336018511205.64","1403400710693.73","1414838771315.17","1346598919244.56","1460078214980.8","1623608589653.11","1701354968597.37","1845728837781.36","1936902584997.59","2054753169051.02","2123034347134.19","2282304330644.16","2349836956329.4","2371374029711.78","",
"Tuvalu","TUV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23280049.680668","24120265.082224","24792947.0949954","25812108.5434342","28466493.3726145","27041905.5554175","25429839.8983903","27973643.8267723","32309899.89164","31804640.4651471","31495944.683961","32010622.3234476","34535035.8133129","33383797.7779488","32932388.3692796","31687633.019012","32365411.9470507","34420798.429823","37168700.5739067","35521067.3125146","34551545.3866786","37148423.7153435","35723503.4906291","37358505.2663589","37862102.6552646","41323794.5417752","42577857.3025309","44321002.3239311","45429027.3820294","49861127.6144225","",
"Tanzania","TZA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34116432207.7579","34823320661.1923","35026801031.6384","35449154481.6325","36004877322.6786","37290219711.4392","38984824076.3519","40359147577.4525","41855871245.4403","43891683796.3581","45875932293.4154","48660972193.5007","52112589832.0703","55589953426.0565","59761320500.9934","64229267614.3385","68424865572.2764","73056226685.3248","77210508276.6666","81278811220.217","86429062134.7592","93060034122.7453","97247878561.0909","103842826690.531","110834005400.461","117662077028.613","125742068577.319","134274523119.768","141585727441.522","149785482733.526","",
